FactoryName,Address,District,Division,PostCode,PhoneCityCode,Phone,PhoneExtension,Buildings,Stories,factoryMultiPurpose,factoryMultiFactory,floors,workers,activeMembers
Ltd.,"Delpara,Fatullah,Narayanganj",Narayanganj,Dhaka,1400,2,7681230,,1,8;,No,No,no,490,1
Scandex (Bd) Ltd,"87, Beron, Jamgora, Ashulia, Dhaka",Dhaka,Dhaka,1349,2,8861028,,1,1/7;,No,Yes,1/3;,500,2
Scandex Knitwear Limited (Unit 1),"87, Beron, Jamgora, Ashulia, Savar",Dhaka,Dhaka,1349,2,7790439,,3,1/7; 2/5; 3/5;,No,Yes,,856,3
Scandex Knitwear Limited (Unit 2),"Plot No. 42‐51, Adamjee EPZ, Siddirgonj, Narayangonj",Narayanganj,Dhaka,1431,2,7692194,,,1/1;,No,No,,706,2
International Trading),"87 Beron Jamgora, Ashulia, Savar, Dhaka",Dhaka,Dhaka,,,1833630425,,1,1/6;,No,No,All,540,1
Scarlet Knitwears Ltd.,"Plot # A‐169‐170, Bscic Industrial Estate, Fatullah, Narayanganj",Narayanganj,Dhaka,1420,2,560569,,3,1/8;,No,No,NO,600,3
Sea Tex Ltd.,"Sector 6, Plot 8 & 9, CEPZ",Chittagong,Chittagong,4223,,740116,,6,1/4; 2/4; 3/4; 4/6; 5/1; 6/1;,No,No,,3000,4
Seacotex Fabrics Ltd,"Sanarpar, Siddirganj, Narayangong",Narayanganj,Dhaka,1430,,1819296843,,5,1/1;1/1;1/1;1/5;1/2;,No,No,no,950,2
Seasons Dresses Ltd.,"I/B Sataish Khapara Road, Tongi",Gazipur,Dhaka,,2,9897807,,,,No,No,,,5
SECTION SEVEN APPARELS LIMITED,"PLOT# 1‐2, SECTOR# 6/1, ROAD# 01, SOUTH HSLISHAR, CEPZ.",Chittagong,Chittagong,4223,31,740275,,2,1/6;2/5;,No,No,Not Shared,5615,3
Singapore Pte. Ltd),"Plot # 1 & 2 Sector # 6/A, Chittagong Export Processing Zone,, Chittagong",Chittagong,Chittagong,,,1713148116,,1,1/6;,No,No,All,4500,1
Section Seven Limited,"Plot : 21‐24 (part), Sector‐3, Road ‐ 4, South Halishahar, CEPZ, Chittagong",Chittagong,Chittagong,4223,31,801242,,1,"1/4,",No,No,"1/4,",4100,4
Seha design ltd,"Plot‐ 4, avenue ‐ 1, block ‐D , kalshi rode dection 11 pallabi , mirpur,dhaka",Dhaka,Dhaka,1216,2,9016265,,,.1/8;,Yes,Yes,7;,430,1
SEIDENSTICKER Int'l,"YOUNG INTERNATIONAL GARMENTS (BD) LTD. PLOT # 30‐36, SECTOR # 5, CEPZ, SOUTH HALISHAHAR",Chittagong,Chittagong,,2,741013,,1,1/4;,No,No,All,3300,1
Self Innovative Fashion Ltd.,"Plot # 103, Degerchala, National University, Gazipur, Dhaka",Gazipur,Dhaka,1230,,1937410410,,,,No,No,,720,1
Selina Apparels Ltd,"Selina Tower, Holan Road, Islam Bag, Dhaka",Dhaka,Dhaka,1230,2,8962683,,4,1/10; 2/8; 3/6; 4/1;,No,Yes,1/0‐9; 2/0; 3/0; 4/0;,1125,4
SENSIBLE KNIT WEAR,"North Masdair, Malancha Nagar, Fatullah, Narayanganj",Narayanganj,Dhaka,1400,2,8415126,,1,,No,No,,395,2
Seo Wan Bangladesh Ltd.,"Plot No. 12, Street 2, Section 1, Block‐E, Mirpur",Dhaka,Dhaka,,2,8016500,,,,No,No,,,2
"Seowan Bangladesh Ltd. Unit‐2Islam Plaza, 5,6 &7th Floor, Road# 3, Block # 7,","Section‐7, Mirpur‐11",Dhaka,Dhaka,1216,2,8016500,,,1/9;,No,No,"1/5,6,7;",209,1
Sepal Garments Ltd,"247/248 (W), Telegon 1/A",Dhaka,Dhaka,1208,2,7452133,,2,1/13; 2/1;,No,No,‐,1172,3
Sepal Washing Plant Ltd.,"247/248 , West Tejgaon I/A",Dhaka,Dhaka,1208,2,986246,,1,1/12;,No,No,,110,1
SERAJSONS,"S&S Industrial Building, Bahadur Shah Colony, Bandartila, South Halishahar, Chittagong",Chittagong,Chittagong,,31,252544,,5 1,1/7;,No,No,,370,1
Setara Knitwear Ltd.,"Chandura, Pollibiduth, Kaliakoir, Gazipur",Gazipur,Dhaka,1704,2,7741427,,1,1/6;,No,No,No,475,1
SF Sweaters Ltd.,"P.O. Salna Bazar, Gazipur, South Salina (Opposite of ABC Complex)",Gazipur,Dhaka,,2,9205726,,,,No,No,,,2
Shabab Fabrics Ltd,"Bashil Hazirbazar , Bhaluka , Mymensingh",Mymensingh,Dhaka,,91,682555009,,5,"1/1; 2/1; 3/1, 4/1; 5/4;",No,No,,781,3
SHADE FASHIONS,"Berun (Jamgora),, Ashulia Madrasa,, Ashulia",Dhaka,Dhaka,,,,,,,No,No,,,1
Shadhin Garments Ltd,"Polli Biddut Road, Jarun, Konabari, Gazipur",Gazipur,Dhaka,1346,2,9297301,,5,1/1; 2/1; 3/2; 4/6; 5/3;,No,No,,1700,1
SHAFI PROCESSING INDUSTRIES LTD.,"Mouza‐Chandana, Joydebpur, Gazipur, Dhaka",Gazipur,Dhaka,1700,2,9252518,,2,1/3; 2/8;,No,Yes,"1/0, 1, 2; 2/0, 1, 3, 7;",575,5
Shagore Garments Ltd,"Amir Complex, Plot #43, Sector #3, Uttara, Dhaka Dhaka",,Dhaka,1230,86,8919874,,1,1/10;,Yes,Yes,1/4;,1350,2
SHAH Makhdum Garments limited.,"72/B, Malibagh Chowdhury Para, Dhaka",Dhaka,Dhaka,1219,2,9356389,,1,1/6;,No,Yes,"1/1,2,5;",275,1
Shahaba Knitwear Ltd.,"Plot #B‐390‐393, 1st Floor, Bscic I/A, Fatullah",Narayanganj,Dhaka,1400,,1683399743,,,,No,No,,,1
Shahrin Fashion Wear Limited,"Zamiruddin Khan Road, Utt",Gazipur,Dhaka,1704,2,8836321,,1,1/3;,No,No,,900,1
SHAHRIN FASHION WEAR LIMITED,"411‐2,NORTH KHAILKUR, JAMIR UDDIN KHAN ROAD, NATIONAL UNIVERSITY, JODEVPUR, JAMIR UDDIN KHAN ROAD",GAZIPUR,Dhaka,1704,2,9293781,,,1/2;,No,No,,800,1
Shamrin Tex Ltd,"Bismail road,Zerabo Savar, Dhaka",Dhaka,Dhaka,,,1711531207,,2,1/6;2/1;,No,No,,1148,2
SHAMS STYLING WEARS LTD,"Shams Tower, South Shyampur,, Baghbari, Hemayetpur, Savar",Dhaka,Dhaka,1340,2,9888872,,,1/9;,No,No,,3903,1
"Shanta Denims Limited (Plot#156 And 177) Plot#156 And 177, Depz, Ganakbari, Savar",,Dhaka,Dhaka,1349,2,7790416,,1,1/6;,No,No,,3173,1
223),"Plot#198‐201/220‐223, DEPZ, Ganakbari, Savar, Dhaka",Dhaka,Dhaka,1704,2,778957,,102 2,1/2; 1/1;,No,No,N/A,3500,2
Shanta Expression Limited,"Kakil, Shataish, Mudafa, Vhadam Road, Tongi",Gazipur,Dhaka,1712,,1678005610,,1,7;,No,No,N/A,975,4
Shanta Garments Ltd.,"Shanta Garments Ltd. 31, Gulshan Avenue, Circle‐ 01, Dhaka",Dhaka,Dhaka,1212,2,9894828,,1,1/9;,No,No,,1222,1
Sharmin Apparels Ltd,"East Narashinghapur, Zirabo, Ashulia, Savar",Dhaka,Dhaka,,2,7788467,,7,1/5; 2/2; 3/1;4/1; 5/1;,No,No,,3000,1
Sharmin Fashions Limited.,"Narashinghapur,Po‐ Zirabo, Ashulia",Dhaka,Dhaka,1341,2,7788467,,1,1/5;,No,No,,2523,3
Sharoms Samsons Winter Wear,"Samsons Complex, 728‐729, Sastapur, Fatullah",Narayanganj,Dhaka,,,,,,,No,No,,,1
Shasha Garments,"Hashem Plaza, 4th floor, Ganakbari",Dhaka,Dhaka,,,,,,,No,No,,,1
Shezads Designwear Ltd,"Telechala, Mouchak, Kallakoir",Gazipur,Dhaka,,,1721640251,,6,1/4; 2/1; 3/1; 4/1; 5/1; 6/1;,No,No,‐,938,5
SHIN SHIN APPARELS LTD.,"Dag # RS 228, JL # 73, Gorat, East Norshinghapur, Zirabo, Savar",Dhaka,Dhaka,,2,7788373,,3,1/2; 1/1;1/1;,No,No,,1000,8
Shine Fashion Co. (Pvt) Ltd.,"Plot No. 269‐276, Extension Area, DEPZ.Ganakbari, Savar, Dhaka",Dhaka,Dhaka,,2,7788270,,,,No,No,,,5
SHINEST APPARELS,"AZIM TOWER, 217/1, BERIBADH, MOHAMMADHPUR",DHAKA,Dhaka,,2,9132358,,2,1/9; 2/7;,No,No,,4600,5
Shirt Makers Limitede,"Kaptai Raster Matha, Kalughat Industrial Area",Chittagong,Chittagong,,31,670549,,3,1/1; 2/1; 3/1;,No,No,,670,5
SHIRTS MINE LTD,"Kafrul Tower, 234/8 Kachukhet Road, Kafrul, Dhaka",Dhaka,Dhaka,1206,2,9814200,,1,1/7;,No,Yes,"1/0, 4, 5, 6;",1200,3
SHISHIR KNITTING & DYEING LTD,"196, KABI JASHIM UDDIN ROAD, PAGAR,, TONGI (NEAR JHINUK MARKET), GAZIPUR",Gazipur,Dhaka,1710,2,9632323,,3,"1/6. 2/4, 3/ Shed",No,No,N/A,560,2
Shomahar Sweaters Ltd,"A‐99/1, Bokterpur, Kaliakoir, Gazipur",Gazipur,Dhaka,1750,2,682251265,,4,1/3; 1/1; 1/1; 1/1;,No,No,,950,3
Shore to Shore Textiles,"Plot No. 4‐233, Adamjee EPZ, Shiddirgonj",Narayanganj,Dhaka,,,,,,,No,No,,,3
SHOVON KNITWEAR LTD,"WEST MASDAIR, FATULLAH,, NARAYANGONJ",Narayanganj,Dhaka,1400,2,9355643,,1,"1/5,",No,No,N/A,350,2
Shristy Fashion,"Hariharpara (Gafur SuperComplex), Enayat Nagar, Fatullah,Narayanganj",Narayanganj,Dhaka,1400,2,7670324,,1,1/5;,Yes,Yes,1/1;,200,1
Shyms Fashion Ltd.,"83, Nasirabad I/A, Baizid Bostami Road",Chittagong,Chittagong,4209,31,6813845,,1,1/5;,No,Yes,"1/2,3,4;",800,1
SI KNITTING LTD.,"PLOT‐26/1,SATAISH ROAD,TONGI‐GAZIPUR",Gazipur,Dhaka,1710,,,,1,1/6;,No,Yes,5/6; 6/6;,400,1
"Siam's Superior Ltd unit‐2Sector ‐1, Plot No. 6,7,8 CEPZ",,Chittagong,Chittagong,,2,5722514,,3,1/2; 1/1; 1/1;,No,No,,650,2
SIAM'S SUPERIOR LTD.,"SECTOR‐1, PLOT # 5, EXPORT PROCESSING ZONE CHITTAGONG",,Chittagong,,2,5722514,,3,1/4; 1/1; 1/1;,No,No,,2700,1
Sidko Limited,"Plot # 36, Road # 46, Gulshan North C/A, Dhaka",Dhaka,Dhaka,1212,2,9884649,,1,1/6;,No,No,No,245,2
"SIENKEE APPARELS LTD (Bariali,Chandona)","Bariali,Chandona Chowrasta,Joydebpur",GAZIPUR,Dhaka,1704,,1913200618,,,"1/3,",No,No,Not Shared,480,1
Complex),"Dr. Abdur Rashid Complex, Dr. M. A. Rashid Road, South Auchpara, Nishat Nagar",Gazipur,Dhaka,,,,,1,1/4;,No,No,‐,1082,3
EPZ),"Plot#16/18, Dakhin Panishail, EPZ ‐ Kaliakair Road, , Kasimpur, Gazipur, P.O.1349 BKSP",Gazipur,Dhaka,1349,,1711531894,,1,"1/0, 1/1, 1/2, 1/3;",No,No,,,1
Sigma Fashion Ltd.,"Dhonaid , Tajpur Road Rs‐61;Yearpur",Dhaka,Dhaka,1341,,1714400000,,,1/3;,No,No,,822,1
SIGMA FASHIONS LTD.,"HOUSE # 24, ROAD # 18, SECTOR # 3, UTTARA, DHAKA",Dhaka,Dhaka,1230,,,,,,No,No,,,3
SIKDER APPAREL HOSIERY Ltd,"Khadun (dug n°342/343) tarabo, rupgonj, narayangonj",Narayanganj,Dhaka,,,,,3,1/5; 2/3; 3/2;,No,No,‐,1234,1
Silken Sewing Ltd,"Baniarchala (Member Bari), Vobanipur Joydebpur, Gazipur",Gazipur,Dhaka,,,1755542868,,6,1/2; 2/3; 3/4; 4/1; 5/1; 6/1;,No,No,‐,683,3
Simba Fashions Limited,"SSFB‐03, Adamjee EPZ, Siddirgonj",Narayanganj,Dhaka,,2,8412127,,1,1/1;,No,No,‐,1250,2
SIMCO FASHIONS LTD,"43 Chalabon, Azampur, Uttara, Dhaka",Dhaka,Dhaka,1230,2,8921604,,,"1/10,",No,No,Not Shared,485,1
"Sincere Knit Garments Ltd Unit‐1East Isdair, Chandmari, Fatullah, Narayanganj",,Narayanganj,Dhaka,,2,7641144,,1,,No,No,,180,1
Sincere Knit Wears Ltd,"41, B.Dash Road,Narayangonj",Narayanganj,Dhaka,,2,7634523,,1,,No,No,,180,1
SINHA DENIM WEAR LTD.,"KANCHPUR,SONARGAON",NARAYANGANJ Dhaka,,1440,,1721077605,,3,1/12; 2/7; 3/10;,No,No,"1/7,8,9,10,11,12; 2/1,2; 3/1;",5500,1
Sinha Fabrics Ltd.,"Kuril, Joarshahara, 96/1/D",Dhaka,Dhaka,1229,2,8849483,,,8;,No,No,,720,1
Sinha Knit Industries Limited,"Chamurkhan, P.O‐Uttarkhan, P.S‐ Uttara",Dhaka,Dhaka,1230,2,8962541,,1,1/5;,No,No,,1150,2
Sinha Knitting Ltd.,"Kanchpur, Sonargaon, Narayangonj",Narayanganj,Dhaka,1411,,1671179744,,1,1/5;,No,No,,1650,2
SIR DENIM LTD,"202 Afnan Plaza, 3rd Floor Mollarteck, Dakkhin Khan Dhaka",Dhaka,Dhaka,1230,,,,,,No,No,‐,220,1
Sirajgonj Fashions Limited,"101/1/A Barabagh, Mirpur‐2",Dhaka,Dhaka,,2,9010817,,,,No,No,,,1
SKYLINE CASUAL APPARELS LTD.,"Palashbari, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1349,2,7791659,,2,1/7;2/3;,No,No,Not Shared,2500,2
SM Knit Wear,"A/107,BSCIC I/E",NARAYANGANJ Dhaka,,,,1916454047,,,,No,No,,,1
SM Knits,"Shirirchala, Bhabanipur",Gazipur,Dhaka,,,1617143565,,3,1/6;2/7;,No,No,All,6493,1
Smart Jacket LTd /Sheehan Textiles Ltd,"Plot #11‐12, Sector #1 , C.E.P.Z. Chittagong",Chittagong,Chittagong,4220,,1755545560,,1,1/6;,No,No,,3400,1
Smart Jackets (BD) Ltd,"Plot # 13, Sector # 1/A, Road # 5, CEPZ, Chittagong",Chittagong,Chittagong,4233,31,800101,,1,1/6;,No,Yes,1/4;,1608,6
Smart Jeans,"9/10, FIDC Road, kalurghat heavy industrial eastate, Kalurghat, Chittagong",Chittagong,Chittagong,,31,2570701,,2 1,1/5;,No,No,,2100,3
Smart Knitwear Ltd.,"House # 105, Road # 5, Block # A, Section # 12, Pallabi, Mirpur, Dhaka",Dhaka,Dhaka,1216,,,,,,No,No,,,1
Smee Apparels Ltd.,"Plot 19, Road 04, Sec‐07",,,,2,9013824,,,,No,No,,,1
Smh New Generation Apparels Ltd,"92,Dune Tower,Kodda Bazar,Joydebpur",Gazipur,Dhaka,1700,0,889257553,,1,1/6;,No,No,,1103,5
Smug Sweater Ltd,"Talepara, Chandona, Chowrasta, Joydevpur. Gazipur",Gazipur,Dhaka,1702,2,9264079,,1,1/7;,No,No,,1536,3
Snow White Composite Ltd.,"Akran Birula Savar, Dhaka",Dhaka,Dhaka,1216,2,8621579,,,,No,No,,,1
Snowtex Apparels Ltd.,"Plot 09, Road 03, Sec ‐ 07, Mirpur, Dhaka",Dhaka,Dhaka,1216,2,8032690,,1,1/9;,No,No,"1/0,1,2,3,4,5,6,7,8 ;",691,1
"SOFTEX COTTON UNIT 1Hazi Kuzrat Ali Mollah Super Market, 1N,","Harunabad Pallabi, Mirpur12, Dhaka",Dhaka,Dhaka,1216,2,909802,,1,1/8;,Yes,Yes,"1/1, 3, 4, 7;",1700,1
"SOFTEX COTTON UNIT 2Hazi Kuzrat Ali Mollah Super Market, 1N,","Harunabad Pallabi, Mirpur12, Dhaka",Dhaka,Dhaka,1216,2,909802,,1,1/8;,Yes,Yes,"1/5, 6, 7;",1700,1
Softex Sweaters,"Dhaka EPZ (Extension Area), Ganakbari,",Dhaka,Dhaka,1349,2,8814816,,1,1/3;,No,No,All,1491,2
Sonali Aansh Industries Limited,"Shahidnagar, Daudkandi, Comilla",Comilla,Chittagong,3518,,1720694219,,1,1/2;,No,No,,357,1
Sonia Fine Knit Ltd,"South Shilmandi, Pachdona",Narsingdi,Dhaka,1600,,1987843096,,1,1/3;,No,Yes,"1/2,3;",1280,1
SONIA Limited.,"PLOT NO. 604, KONDOLBAGH,, TAIBPURm ASHULIA ROAD, SAVAR DHAKA",Dhaka,Dhaka,,,1711568575,,1,1/10;,No,No,All,2300,1
Sonia Sweaters Ltd.,"604 Kondolbagh Taibpur, Ashulia Road, Savar",DHAKA,Dhaka,,2,9289388,,2,1/11; 2/1;,No,No,,2556,6
Sourov Hosiery,"West Isdair, Police Line, Fatullah",Narayanganj,Dhaka,1400,,1819187774,,,,No,No,,200,2
Sourthen Clothing Limited,"Bottola, Zirabo, Ashulia, Dhaka",Dhaka,Dhaka,1341,,,,1,5;,No,No,N/A,464,1
"South East ( Interstoff Group )Gorai, Mirzapur, Tangail",,Tangail,Dhaka,,2,17674,,,"Building 1 ‐ 6 Storied, Building 2 ‐ 2 Storied, Building 3 ‐ ETP, Building 4 ‐ 2 Storied)",No,No,,2300,1
"South East Textile (Interstoff Apparels Ltd) Gorai, Mirzapur",,Tangail,Dhaka,,2,8924030,,8,1/7; 2/3; 3/1; 4/2; 5/2; 6/1; 7/1; 8/1;,No,No,,2500,4
Southend Sweater Co.Ltd.,"Dhour ,Ashutia,Turag",Dhaka,Dhaka,1230,2,8981501,,2,1/3;2/0;,No,No,‐,950,2
POSHAK SHILPA LTD,"Zirobo, Ashulia",Dhaka,Dhaka,1341,,,,4,1/5; 2/2; 3/1; 4/1;,No,No,‐,1103,2
Southern Garments Ltd,"Zirabo, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1341,2,7792449,,1,1/1;,No,No,,859,1
Southern Knitwear Ltd.,"Hizolhati, Baroipara, Kaliakor, Gazipur. (40 km north from shahjalal Airport)",Gazipur,Dhaka,1750,2,8413930,,1,1/5;,No,No,,1280,3
Southern Poshak Shilpa Ltd.,"Zirabo, Ashulia, Savar,",Dhaka,Dhaka,1341,2,7792538,,3,1/5; 2/1; 3/1;,No,No,,600,1
Southwest Composite ltd,"Chandra, Kaliakoir, Gazipur, Dhaka",Gazipur,Dhaka,1710,,1918698050,,,1/1;,No,No,1/1;,60,1
Space Sweater Limited,"Parijat, Konabari, Gazipur",Gazipur,Dhaka,1700,2,9298880,,1,"1/7,",Yes,Yes,"1/7,",700,3
"Sparrow Apparels Ltd.,","Chandona, Laxmipura, Gazipur",Gazipur,Dhaka,,0,914426357810,,2,1/5; 2/2;,No,No,,3876,2
Spectra Sweater Ltd,"31/2 Himardighi, Monnu Nagar, Tongi, Gazipur",Gazipur,Dhaka,1712,2,816296,,1,"1/7,",Yes,Yes,"1/6,",950,3
Ltd.),Nizam Uddin Tower 31/2 ( 1st ‐ 5th Floor) Himardighi Fisons Road,,,,,1713036456,,1,1/6;,Yes,Yes,1/1; 1/2; 1/3; 1/4; 1/5;,580,1
Spencer Design Ltd,"S‐21 Apparels Ltd, Plot‐276, Narshinghapur, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1234,2,7788492,,1,1/1; 2/4;,No,No,"1/1; 2/1,2,3,",800,1
Spicy Fashion,"812‐815, Shawrapara, Mirpur, Dhaka",Dhaka,Dhaka,1216,,1922045866,,,,No,No,,350,1
Spotfame Apparels Ltd.,"Chamudda, Mirar Bazar, Pubail, Gazipur Sadar",Gazipur,Dhaka,,,1711680834,,,,No,No,,,2
SPRING TRADE LTD.,"Konapara, Plot: 42,Zirani Bazar, B.K.S.P, Savar",Dhaka,Dhaka,1340,2,7788087,,4,1/5; 2/6; 3/1; 4/1;,No,No,,2000,3
SQ Birichina Ltd,"Jamirdia, Valuka",Mymensingh,Dhaka,2240,2,98501815,,6,"1/6, 2/6; 3/1; 4/6; 5/1; 6/1;",No,No,,4800,3
SQ Celsius Limited,"Beraiderchala, Keowa, Maona, Sreepur",Gazipur,Dhaka,1740,,1713370890,,4,1/3; 2/3; 3/1; 4/1;,No,No,,4900,5
SQUARE FASHIONS LTD,"ROKEYAPUR, JAMIRDIA, HABIR BARI, VALUKA",Mymensingh,Dhaka,2240,,1711315779,,13,1/1; 2/3; 3/4; 4/4; 5/1; 6/5; 7/5; 8/5; 9/5; 10/5; 11/5; 12/5; 13/2;,No,No,,7000,5
Square Fashions Ltd ‐ Unit 2,"Chandana, Basan Union, Gazipur",Gazipur,Dhaka,1712,,1730728217,,1,1/5;,No,No,,2400,2
"Square Fashions Ltd, Unit‐2",Vogra,Gazipur,Dhaka,1702,,1730337850,,8,1/6; 2/1; 3/1; 4/1; 5/1; 6/1; 7/1; 8/1,No,No,,3900,1
SRT Fashions Ltd.,"Industrial Plot, M 44, Section 14, Dhaka",Dhaka,Dhaka,1216,,,,,,No,No,,,2
UNIT),"CIVIL ENGINEERS CITY,JARUN, KONABARI, GAZIPUR SADAR",Gazipur,Dhaka,1346,,1713062174,,3,1/9; 2/6; 3/11; 2 sheds,No,No,no,17000,1
"Star Garments( Pvt Ltd )Sha‐23, Middle Badda",,Dhaka,Dhaka,1212,2,9814200,,6 1,1/5;,No,No,‐,797,4
Starlet apparel ltd,"Road no.# 01, Plot no.# 223‐224, BSCIC, Fatullah, Narayangonj",Narayanganj,Dhaka,,,1711040200,,1,1/6;,No,No,"1/0,1,2,3,4,5;",200,1
Starlight Sweaters,"Vogra national university Gazipur Sadar, Dhaka",Gazipur,Dhaka,,,1711610393,,1,1/10;,No,No,,6250,7
Steilmann,"11/5, jagannathpur, progoti sarani, bashundhara, dhaka",Dhaka,Dhaka,,,,,,,No,Yes,,,1
Step Three Apparel Ltd,"E‐13, Middle Badda , Dhaka",Dhaka,Dhaka,,,1711542907,,,1/10;,Yes,Yes,6;,450,1
STERLING APPARELS LTD,"Beron, Earpur Union, Ashulia, Savar",Dhaka,Dhaka,,2,77018934,,5,1/8; 2/1; 3/1;,No,Yes,"1/8/0,1,2;",3300,1
Sterling Creations Ltd,"Baron, Earpur Union,Ashulia, Saver",Dhaka,Dhaka,,0,77018934,,1,1/9;,No,No,,3300,2
Sterling Denim Ltd.,"Dhania, Nayarhat, Savar",Dhaka,Dhaka,,2,77888165,,3,1/8; 2/2;1/2;,No,No,,4800,1
STERLING STYLES LTD,"BARON, EARPUR UNION, ASHULIA, SAVAR",Dhaka,Dhaka,,2,8828122,,1,1/7;,No,No,,2500,4
Stilvoll Knitwear Ltd,"Sing bari road, Boro Dewra, Tongi, Gazipur",Gazipur,Dhaka,,2,8913300,,1,1/1;,No,No,,350,2
STITCH APPARELS LIMITED,"DELUX HOUSE#03 (2nd FLOOR), 209/227 KULGAON, BALUCHARA",Chittagong,Chittagong,4214,31,684354,,,"1/5,",No,Yes,"1/0,1;",155,1
Stitch Right Limited,"Plot# B‐5,BSCIC Industrial Estate,Tongi, Gazipur",Gazipur,Dhaka,1710,,1811413365,,1,7;,No,Yes,"1/1,2,3,4,5,6;",1125,2
Stitchtone Apparels Ltd.,"18/19 Strand Road, Champa Tower, Mazirqhat",Chittagong,Chittagong,,31,2851620,,,,No,No,,,3
Stitchwell Designs Ltd (348/1/A Tejgaon),"348/1/A Tejgaon Industrial Area, Tejgaon",Dhaka,Dhaka,1208,2,8891628,,1,1/9;,No,Yes,"1/9;0,1,2,3,5,7;",1252,1
"Stitchwell Designs Ltd (430/1/A, Tejgaon)","430/1/A, Tejgaon Industrial Area",Dhaka,Dhaka,1208,2,8891672,,1,1/8;,No,No,,2200,2
STOFFATEX FASHIONS LIMITED,"7/3 khortoil,Shataish Road,Gazipura,Tongi,Gazipur",Gazipur,Dhaka,,2,9817341,,,"1/7,",No,Yes,"1/6,7;",3500,1
Stylecraft Limited,"1/1, East Chandona, Joydebpur",Gazipur,Dhaka,,2,9257350,,2,"1/5, 1/1;",No,No,,3400,5
Stylo Fashion Garments Ltd.,"Nanduain, No‐2 Kaultia Union, Bhawal Mirzapur Gazipur",,Dhaka,,2,9205081,,1,1/5;,Yes,Yes,All,3187,5
Styrax Fashion Limited,"Plot # 194, DEPZ (Extn. Area) Ganakbari, Savar, Dhaka",Dhaka,Dhaka,1349,2,7701140,,1,1/6;,No,Yes,1/4;,850,2
SUMAN FASHION GARMENTS LTD,"HA 72/1/B MODDAH BADDA, 3&4 FL HOLLAND CENTRE, PRAGATI SARANI",DHAKA,Dhaka,,2,9862647,,1,1/10;,Yes,Yes,"1/2,3,5,8;",1650,1
Sumi Apparels Pvt. Ltd.,"A‐112,113,(west side,)BSCIC,Tongi",Gazipur,Dhaka,1710,2,9817815,,1,"1/5,",No,No,‐,1510,3
Sun Cherry Body Fashions Mfty Ltd.,"Ward 7, Holding E‐44, Chandra, Kaliakoir",Dhaka,Dhaka,,0,682252144,,4,1/5; 2/1; 3/1; 4/1;,No,No,,850,4
SungKwang Apparels Ltd,"Plot No: 1384‐86, 1420‐21, VOGRA, BASON SARAK CHANDONA, GAZIPUR",Gazipur,Dhaka,,2,8812142,,1,1/6;,No,No,,1256,2
Supasox Ltd.,"Rajashon Road, Aicha Noadda, Savar",DHAKA,Dhaka,1340,2,77471597743000,,7,1/5; 2/7; 3/4; 4/1; 5/1; 6/1; 7/1;,No,No,,250,2
Super knitting & Dying mills ltd,"Super knitting complex, baizid bostami road, nasirabad i/a, chittagong",Chittagong,Chittagong,,31,682767,,,,No,No,,,1
SUPREME KNITWEAR LTD,"Adamjee EPZ, Plot # 6‐10, Adamjee EPZ, Siddergonj",Narayanganj,Dhaka,1431,,1720165150,,5,1/3; 2/3; 3/2; 4/1; 5/1;,No,No,,1000,1
Supreme Stitch Ltd.,"WEST SHAILDUBE, KASHIMPUR",Gazipur,Dhaka,1704,,1678038855,,2,1/3; 2/3;,No,No,,686,2
Suravee Garments Limited,"2/C Darus Salam Road, Mirpur",Dhaka,Dhaka,1216,2,7744001,,8 2,1/6; 1/1;,No,No,‐,734,1
Surma Garments Ltd.,"Aicha Noadda, Rajashon Road Savar, Dhaka",Dhaka,Dhaka,,2,8140237,,4,1/6; 2/3; 3/4; 4/3;,No,No,,1700,3
Susuka Knit Ltd,"Yusuf Market, Yarpur, Ashulia, Dhaka",Dhaka,Dhaka,,2,7631737,,1,1/3;,No,No,No,300,2
Swan Jeans Ltd,"258, Mollartak, Uttara, Dhaka",Dhaka,Dhaka,1230,2,8962745,,54 2,1/6; 2/6;,No,Yes,1/2; 2/1;,2186,2
SWAN1 SWEATER,"Ahmed Plaza Ambag Road,Konabari Gazipur",Gazipur,Dhaka,,,1730321048,,1,4;,No,No,N/A,1000,1
Sweater Apparels Ltd.,"Sweater Apparels Ltd. Horinachala, Konabari",Gazipur,Dhaka,1346,2,8412326,,9 1,1/6;,No,Yes,"1/1,2,3,4,5;",800,2
SWEATER COTTAGE LTD.,"Badkalemashar, K.B Bazar, Gazipur",Gazipur,Dhaka,1704,2,9291543,,1,1/2;,No,No,NA,1200,2
SWEATER Makers Ltd.,"Fashion Exposure Ltd. Elias Tower, 4 Harunabad, Pallobi, Mirpur‐12, Dhaka",Dhaka,Dhaka,,2,1713036456,,1,1/9;,No,No,All,700,1
SWEATER Makers Ltd.,"Fame Sweaters Ltd. Choity Complex, 124 Darail Sataish, Tongi, Gazipur",Gazipur,Dhaka,,2,1713036456,,1,1/7;,Yes,Yes,1/GF; 1/1; 1/2; 1/3; 1/4,850,1
SWEATER ZONE LTD,"Naoujoor, Tangail Road, Chandana Chowrasta",GAZIPUR,Dhaka,1702,2,9262371,,,"1/6,",No,No,Not Shared,1750,1
